,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
364,Asus Zenfone 3 Deluxe ZS570KL,385,Yes,microUSB 3.0,microUSB 3.0,microUSB 3.0,170,Dual,AMOLED,5.7,1080,1920,Android 6.1,Qualcomm,Quad,Adreno,512 GB,"64/128/256 GB, 4/6 GB RAM",Yes,Type-C,3000
365,Asus Zenfone 3 ZE552KL,385,Yes,microUSB 3.0,microUSB 3.0,microUSB 3.0,155,Dual,"Super IPS+ capacitive touchscreen, 16M colors",5.5,1080,1920,Android 6.0.1,Qualcomm,Octa,Adreno,256 GB,"64 GB, 4 GB RAM or 32 GB, 3 GB RAM",Yes,Type-C,3000
366,Asus Zenfone Max ZC550KL (2016),385,Yes,microUSB 3.0,microUSB 3.0,microUSB 3.0,202,Dual,LCD,5.5,720,1280,Android 6.0.1,Qualcomm,Octa,Adreno,64 GB,"32 GB, 2/3 GB RAM",Yes,microUSB 2.0,5000
367,Asus Zenfone Go ZB450KL,385,Yes,136.5,66.7,11.2,135,Dual,LCD,4.5,480,854,Android 6,Qualcomm,Quad,Adreno,256 GB,"8 GB, 1 GB RAM",Yes,microUSB 2.0,2070
368,Asus Zenfone Go ZB452KG,35,Yes,136.5,66.7,11.2,125,Dual,LCD,4.5,480,854,Android 5.1,Qualcomm,Quad,Adreno,64 GB,"8 GB, 1 GB RAM",Yes,microUSB 2.0,2070
369,Asus Zenfone Go ZB551KL,385,Yes,microUSB 3.0,microUSB 3.0,microUSB 3.0,160,Dual,LCD,5.5,720,1280,Android 5.1,Qualcomm,Quad,Adreno,64 GB,"16/32 GB, 2 GB RAM",Yes,microUSB 2.0,3010
370,Asus Zenfone Go T500,385,Yes,146,73,9.9,153,Dual,LCD,5.0,720,1280,Android 4.4,Qualcomm,Quad,Adreno,32 GB,"16 GB, 2 GB RAM",Yes,microUSB 2.0,2500
371,Asus Zenfone Go ZC451TG,35,Yes,135,67,10.1,133.5,Dual,LCD,4.5,480,854,Android 5.1,Mediatek,Quad,Mali-400MP2,64 GB,"8 GB, 1 GB RAM",Yes,microUSB 2.0,1600
372,Asus Live G500TG,35,Yes,144.5,71,10,140,Dual,LCD,5.0,720,1280,Android 5.1,Mediatek,Quad,Mali-400MP2,64 GB,"16 GB, 2 GB RAM",Yes,microUSB 2.0,2070
373,Asus Zenwatch 2 WI501Q,0,No,49.6,40.7,10.9,-,No,AMOLED,1.63,320,320,Android Wear OS 2.1,Qualcomm,Quad,Adreno,No,"4 GB, 512 MB RAM",No,No,400
374,Asus Zenwatch 2 WI502Q,0,No,45.2,37.2,11.8,-,No,AMOLED,1.45,280,280,Android Wear OS 2.1,Qualcomm,Quad,Adreno,No,"4 GB, 512 MB RAM",No,No,300
375,Asus Zenwatch WI500Q,0,No,microUSB 2.0,microUSB 2.0,microUSB 2.0,75,No,AMOLED,1.63,320,320,Android Wear OS 2.1,Qualcomm,Quad,Adreno,No,"4 GB, 512 MB RAM",No,No,370
376,Asus Zenfone 2 Laser ZE551KL,385,Yes,microUSB 3.0,microUSB 3.0,microUSB 3.0,170.1,Dual,LCD,5.5,1080,1920,Android 5,Qualcomm,Octa,Adreno,256 GB,"16/32 GB, 3 GB RAM",Yes,microUSB 2.0,3000
377,Asus Zenfone Zoom ZX551ML,385,Yes,158.9,78.8,12,185,Single,LCD,5.5,1080,1920,Android 5.0,Intel,Quad,PowerVR,256 GB,"32/64/128 GB, 4 GB RAM",Yes,microUSB 2.0,3000
378,Asus Zenpad 8.0 Z380M,0,No,209,123,8.5,350,No,LCD,8.0,800,1280,Android 6.0,Mediatek,-,Mali-T720MP2,256 GB,"8 GB, 1 GB RAM16 GB, 2 GB RAM",Yes,microUSB 2.0,4000
379,Asus Zenpad 10 Z300M,0,No,251.6,172,7.9,490,No,LCD,10.1,800,1280,Android 6.0,Mediatek,Quad,Mali-T720MP2,256 GB,"16/32 GB, 2 GB RAM",Yes,microUSB 2.0,4890
380,Asus Zenpad 10 Z300C,0,No,251.6,172,7.9,510,No,LCD,10.1,800,1280,Android 5.0,Intel,Quad,Mali-450MP4,64 GB,"8/16/32 GB, 2 GB RAM",Yes,microUSB 2.0,4890
381,Asus Zenfone Go ZC500TG,35,Yes,144.5,71,10,135,Dual,LCD,5.0,720,1280,Android 5.1,Mediatek,Quad,Mali-400MP2,64 GB,"8/16 GB, 2 GB RAM",Yes,microUSB 2.0,2070
382,Asus Zenfone Max ZC550KL,385,Yes,microUSB 3.0,microUSB 3.0,microUSB 3.0,202,Dual,LCD,5.5,720,1280,Android 5.0.1,Qualcomm,Quad,Adreno,64 GB,"8/16 GB, 2 GB RAM",Yes,microUSB 2.0,5000
383,Asus Zenfone 2 Deluxe ZE551ML,385,Yes,microUSB 3.0,microUSB 3.0,microUSB 3.0,170,Dual,LCD,5.5,1080,1920,Android 5.0,Intel,Quad,PowerVR,256 GB,"64/128 GB, 4 GB RAM128/256 GB, 4 GB RAM (Special Edition)",Yes,microUSB 2.0,3000
384,Asus Zenfone 2 Laser ZE601KL,385,Yes,164.6,84,10.6,190,Dual,LCD,6.0,1080,1920,Android 5.0,Qualcomm,Octa,Adreno,256 GB,"16 GB, 2 GB RAM32 GB, 3 GB RAM",Yes,microUSB 2.0,3000
385,Asus Zenfone 2 Laser ZE600KL,385,Yes,164.6,84,10.6,190,Dual,LCD,6.0,720,1280,Android 5.0,Qualcomm,Octa,Adreno,256 GB,"16 GB, 2 GB RAM32 GB, 3 GB RAM",Yes,microUSB 2.0,3000
386,Asus Zenfone 2 Laser ZE550KL,385,Yes,microUSB 3.0,microUSB 3.0,microUSB 3.0,170,Dual,LCD,5.5,720,1280,Android 5.0,Qualcomm,Quad,Adreno,256 GB,"32 GB, 3 GB RAM or 16 GB, 2 GB RAM",Yes,microUSB 2.0,3000
387,Asus Zenfone 2 Laser ZE500KG,35,Yes,143.7,71.5,10.5,140,Dual,TFT,5.0,720,1280,Android 5.0,Qualcomm,Quad,Adreno,256 GB,"8/16 GB, 2 GB RAM",Yes,microUSB 2.0,2040
388,Asus Zenfone 2 Laser ZE500KL,385,Yes,143.7,71.5,10.5,140,Dual,"Capacitive touchscreen, 16M colors",5.0,720,1280,Android 5.0,Qualcomm,Quad,Adreno,256 GB,"8/16 GB, 2 GB RAM",Yes,microUSB 2.0,2400
389,Asus Zenpad 7.0 Z370CG,35,Yes,189,110.9,8.7,272,Single,LCD,7.0,800,1280,Android 5.0,Intel,Quad,Mali-450MP4,256 GB,"16 GB, 2 GB RAM",Yes,microUSB 2.0,3500
390,Asus Zenfone 2E,385,Yes,148.1,71.4,10.9,155.1,Single,LCD,5.0,720,1280,Android 5.0,Intel,Dual,PowerVR,64 GB,"8 GB, 1 GB RAM",Yes,microUSB 2.0,2500
391,Asus Pegasus 2 Plus,385,Yes,151.8,75.5,8.1,156,Dual,LCD,5.5,1080,1920,Android 5.1.1,Qualcomm,Octa,Adreno,32 GB,"32 GB, 3 GB RAM",Yes,microUSB 2.0,3030
392,Asus Zenpad S 8.0 Z580CA,0,No,203.2,134.5,6.6,298,No,LCD,8.0,1536,2048,Android 5.0,Intel,Quad,PowerVR,256 GB,"16/32/64 GB, 2/4 GB RAM",Yes,Type-C,3950
393,Asus Zenpad S 8.0 Z580C,0,No,203.2,134.5,6.9,317,No,LCD,8.0,1536,2048,Android 5.0,Intel,Quad,PowerVR,256 GB,"16/32 GB, 2 GB RAM",Yes,microUSB 2.0,4000
394,Asus Zenpad 8.0 Z380KL,385,Yes,209,123,8.5,350,Single,LCD,8.0,800,1280,Android 5.0,Qualcomm,Octa,Adreno,64 GB,"8 GB, 1 GB RAM16 GB, 2 GB RAM",Yes,microUSB 2.0,4000
395,Asus Zenpad 8.0 Z380C,0,No,209,123,8.5,350,No,LCD,8.0,800,1280,Android 5.0,Intel,Quad,Mali-450MP4,64 GB,"8 GB, 1 GB RAM16 GB, 2 GB RAM",Yes,microUSB 2.0,4000
396,Asus Zenpad C 7.0 Z170MG,35,Yes,189,108,9.5,275,Single,LCD,7.0,600,1024,Android 5.0,Mediatek,Quad,Mali-400MP2,64 GB,"8/16 GB, 1 GB RAM",Yes,microUSB 2.0,3500
397,Sony Xperia 1,385,Yes,167,72,8.2,180,Single,"OLED capacitive touchscreen, 16M colors",6.5,1644,3840,Android 9.0,Qualcomm,Octa,Adreno,512 GB,"64/128 GB, 6 GB RAM",Yes,Type-C,3330
398,Sony Xperia 10 Plus,385,Yes,167,73,8.3,180,Single,LCD,6.5,1080,2520,Android 9.0,Qualcomm,Octa,Adreno,512 GB,"64 GB, 4 GB RAM or 6 GB (for China only)",Yes,Type-C,3000
399,Sony Xperia 10,385,Yes,155.7,68,8.4,162,Single,LCD,6.0,1080,2520,Android 9.0,Qualcomm,Octa,Adreno,512 GB,"64 GB, 3 GB RAM or 4 GB (for China only)",Yes,Type-C,2870
400,Sony Xperia L3,385,Yes,154,72,8.9,156,Single,LCD,5.7,720,1440,Android 8.0,Mediatek,Octa,PowerVR,512 GB,"32 GB, 3 GB RAM",Yes,Type-C,3300
401,Sony Xperia XZ3,385,Yes,158,73,9.9,193,Single,"P-OLED capacitive touchscreen, 16M colors",6.0,1440,2880,Android 9.0,Qualcomm,Octa,Adreno,512 GB,"64 GB, 4 GB RAM or 64 GB, 6 GB RAM (Taiwan only)",Yes,Type-C,3300
402,Sony Xperia XA2 Plus,385,Yes,157,75,9.6,205,Single,LCD,6.0,1080,2160,Android 8.0,Qualcomm,Octa,Adreno,400 GB,"64 GB, 6 GB RAM or 32 GB, 4 GB RAM",Yes,Type-C,3580
403,Sony Xperia XZ2 Premium,385,Yes,158,80,11.9,236,Single,LCD,5.8,3840,2160,Android 8.0,Qualcomm,Octa,Adreno,512 GB,"64 GB, 6 GB RAM",Yes,Type-C,3540
404,Sony Xperia XZ2,385,Yes,153,72,11.1,198,Single,LCD,5.7,1080,2160,Android 8.0,Qualcomm,Octa,Adreno,512 GB,"64 GB, 4/6 GB RAM",Yes,Type-C,3180
405,Sony Xperia XZ2 Compact,385,Yes,135,65,12.1,168,Single,LCD,5.0,1080,2160,Android 8.0,Qualcomm,Octa,Adreno,512 GB,"64 GB, 4 GB RAM",Yes,Type-C,2870
406,Sony Xperia XA2 Ultra,385,Yes,163,80,9.5,221,Single,LCD,6.0,1080,1920,Android 8.0,Qualcomm,Octa,Adreno,256 GB,"32/64 GB, 4 GB RAM",Yes,Type-C,3580
407,Sony Xperia XA2,385,Yes,142,70,9.7,171,Single,LCD,5.2,1080,1920,Android 8.0,Qualcomm,Octa,Adreno,256 GB,"32 GB, 3 GB RAM",Yes,Type-C,3300
408,Sony Xperia L2,385,Yes,microUSB 3.0,microUSB 3.0,microUSB 3.0,178,Single,LCD,5.5,720,1280,Android 7.1.1,Mediatek,Quad,Mali-T720MP2,256 GB,"32 GB, 3 GB RAM",Yes,Type-C,3300
409,Sony Xperia R1 (Plus),385,Yes,146,73.2,8.9,154,Dual,LCD,5.2,720,1280,Android 7.1,Qualcomm,Octa,Adreno,256 GB,"32 GB, 3 GB RAM or 16 GB, 2 GB RAM",Yes,Type-C,2620
410,Sony Xperia XZ1,385,Yes,148,73.4,7.4,155,Single,LCD,5.2,1080,1920,Android 8.0,Qualcomm,Octa,Adreno,512 GB,"64 GB, 4 GB RAM",Yes,Type-C,2700
411,Sony Xperia XA1 Plus,385,Yes,155,75,8.7,189,Single,LCD,5.5,1080,1920,Android 7.0,Mediatek,Octa,Mali-T880MP2,256 GB,"32 GB, 3/4 GB RAM",Yes,Type-C,3430
412,Sony Xperia XZ1 Compact,385,Yes,129,64,9.3,140,Single,LCD,4.6,720,1280,Android 8.0,Qualcomm,Octa,Adreno,512 GB,"32 GB, 4 GB RAM",Yes,Type-C,2700
413,Sony Xperia L1,385,Yes,151,74,8.7,180,Single,LCD,5.5,720,1280,Android 7.0,Mediatek,Quad,Mali-T720MP2,256 GB,"16 GB, 2 GB RAM",Yes,Type-C,2620
414,Sony Xperia XZs,385,Yes,146,72,8.1,161,Single,LCD,5.2,1080,1920,Android 7.1,Qualcomm,Quad,Adreno,512 GB,"32 GB, 4 GB RAM - G823164 GB, 4 GB RAM - G8232",Yes,Type-C,2900
415,Sony Xperia XZ Premium,385,Yes,microUSB 3.0,microUSB 3.0,microUSB 3.0,195,Single,LCD,5.46,3840,2160,Android 7.1,Qualcomm,Octa,Adreno,512 GB,"64 GB, 4 GB RAM",Yes,Type-C,3230
416,Sony Xperia XA1 Ultra,385,Yes,165,79,8.1,188,Single,LCD,6.0,1080,1920,Android 7.0,Mediatek,Octa,Mali-T880MP2,256 GB,"32 GB, 4 GB RAM - G3221, G322332 GB (G3212)/ 64 GB(G3226), 4 GB RAM",Yes,Type-C,2700
417,Sony Xperia XA1,385,Yes,145,67,8,143,Single,LCD,5.0,720,1280,Android 7.0,Mediatek,Octa,Mali-T880MP2,256 GB,"32 GB, 3 GB RAM",Yes,Type-C,2300
418,Sony Xperia X Compact,385,Yes,129,65,9.5,135,Single,LCD,4.6,720,1280,Android 6.0.1,Qualcomm,Hexa,Adreno,256 GB,"32 GB, 3 GB RAM",Yes,Type-C,2700
419,Sony Xperia XZ,385,Yes,146,72,8.1,161,Single,LCD,5.2,1080,1920,Android 6.0.1,Qualcomm,Quad,Adreno,512 GB,"32 GB, 3 GB RAM - F833164 GB, 3 GB RAM - F8332",Yes,Type-C,2900
420,Sony Xperia E5,385,Up to 85.6 kbps,144,69,8.2,147,Single,LCD,5.0,720,1280,Android 6.0,Mediatek,Quad,Mali-T720MP2,256 GB,"16 GB, 1.5 GB RAM",Yes,microUSB 2.0,2300
421,Sony Xperia XA Ultra,385,Up to 85.6 kbps,164,79,8.4,202,Single,LCD,6.0,1080,1920,Android 6.0.1,Mediatek,Octa,Mali-T860MP2,256 GB,"16 GB, 3 GB RAM",Yes,microUSB 2.0,2700
422,Sony Xperia X Performance,385,Up to 107 kbps,143.7,70.4,8.7,164.4,Single,LCD,5.0,1080,1920,Android 6.0.1,Qualcomm,Quad,Adreno,512 GB,"32 GB, 3 GB RAM - single SIM64 GB, 3 GB RAM - dual SIM",Yes,microUSB 2.0,2700
423,Sony Xperia X,385,Up to 107 kbps,143,69,7.7,153,Single,LCD,5.0,1080,1920,Android 6.0.1,Qualcomm,Hexa,Adreno,256 GB,"32 GB, 3 GB RAM - F512164 GB, 3 GB RAM - F5122",Yes,microUSB 2.0,2620
424,Dual,385,Up to 85.6 kbps,143.6,66.8,7.9,137.4,Dual,LCD,5.0,720,1280,Android 6.0.1,Mediatek,Octa,Mali-T860MP2,256 GB,"16 GB, 2 GB RAM",Yes,microUSB 2.0,2300
425,Sony Xperia XA,385,Up to 85.6 kbps,143.6,66.8,7.9,137.4,Single,LCD,5.0,720,1280,Android 6.0.1,Mediatek,Octa,Mali-T860MP2,256 GB,"16 GB, 2 GB RAM",Yes,microUSB 2.0,2300
426,Dual,385,Up to 107 kbps,154.4,75.8,7.8,180,Dual,LCD,5.5,2160,3840,Android 5.1.1,Qualcomm,Octa,Adreno,256 GB,"32 GB, 3 GB RAM",Yes,microUSB 2.0,3430
427,Sony Xperia Z5 Premium,385,Up to 107 kbps,154.4,75.8,7.8,180,Single,LCD,5.5,2160,3840,Android 5.1.1,Qualcomm,Octa,Adreno,256 GB,"32 GB, 3 GB RAM",Yes,microUSB 2.0,3430
428,Dual,385,Up to 107 kbps,146,72,7.3,154,Dual,LCD,5.2,1080,1920,Android 5.1.1,Qualcomm,Octa,Adreno,256 GB,"32 GB, 3 GB RAM",Yes,microUSB 2.0,2900
429,Sony Xperia Z5,385,Up to 107 kbps,146,72,7.3,154,Single,LCD,5.2,1080,1920,Android 5.1.1,Qualcomm,Octa,Adreno,256 GB,"32 GB, 3 GB RAM",Yes,microUSB 2.0,2900
430,Sony Xperia Z5 Compact,385,Up to 107 kbps,127,65,8.9,138,Single,LCD,4.6,720,1280,Android 5.1.1,Qualcomm,Octa,Adreno,256 GB,"32 GB, 2 GB RAM",Yes,microUSB 2.0,2700
431,Dual,385,Up to 85.6 kbps,145,72,7.6,142.6,Dual,LCD,5.0,1080,1920,Android 5.0,Mediatek,Octa,PowerVR,256 GB,"16 GB, 3 GB RAM",Yes,microUSB 2.0,2600
432,Sony Xperia M5,385,Up to 85.6 kbps,145,72,7.6,142.5,Single,LCD,5.0,1080,1920,Android 5.0.1,Mediatek,Octa,PowerVR,256 GB,"16 GB, 3 GB RAM",Yes,microUSB 2.0,2600
433,Dual,385,Up to 85.6 kbps,164.2,79.6,8.2,187,Dual,LCD,6.0,1080,1920,Android 5.0,Mediatek,Octa,Mali-T760MP2,256 GB,"16 GB, 2 GB RAM",Yes,microUSB 2.0,2930
434,Sony Xperia C5 Ultra,385,Up to 85.6 kbps,164.2,79.6,8.2,187,Single,LCD,6.0,1080,1920,Android 5.0,Mediatek,Octa,Mali-T760MP2,256 GB,"16 GB, 2 GB RAM",Yes,microUSB 2.0,2930
435,Sony Xperia Z4v,1155,Up to 107 kbps,144.4,72.3,8.7,162,Single,LCD,5.2,1440,2560,Android 5.0,Qualcomm,Octa,Adreno,256 GB,"32 GB, 3 GB RAM",Yes,microUSB 2.0,3000
436,Sony Xperia Z3+ dual,385,Up to 107 kbps,146,72,6.9,144,Dual,LCD,5.2,1080,1920,Android 5.0,Qualcomm,Octa,Adreno,256 GB,"32 GB, 3 GB RAM",Yes,microUSB 2.0,2930
437,Sony Xperia Z3+,385,Up to 107 kbps,146,72,6.9,144,Single,LCD,5.2,1080,1920,Android 5.0.1,Qualcomm,Octa,Adreno,256 GB,"32 GB, 3 GB RAM",Yes,microUSB 2.0,2930
438,Dual,385,Up to 85.6 kbps,microUSB 3.0,microUSB 3.0,microUSB 3.0,147,Dual,LCD,5.5,1080,1920,Android 5.0,Mediatek,Octa,Mali-T760MP2,256 GB,"16 GB, 2 GB RAM",Yes,microUSB 2.0,2600
439,Sony Xperia C4,385,Up to 85.6 kbps,microUSB 3.0,microUSB 3.0,microUSB 3.0,147,Single,LCD,5.5,1080,1920,Android 5.0,Mediatek,Octa,Mali-T760MP2,256 GB,"16 GB, 2 GB RAM",Yes,microUSB 2.0,2600
440,Dual,385,Up to 107 kbps,145.5,72.6,7.3,135,Dual,LCD,5.0,720,1280,Android 5.0,Qualcomm,Octa,Adreno,256 GB,"8 GB, 2 GB RAM/ 16 GB (E2333, E2363)",Yes,microUSB 2.0,2400
441,Sony Xperia M4 Aqua,385,Up to 107 kbps,145.5,72.6,7.3,136,Single,LCD,5.0,720,1280,Android 5.0.1,Qualcomm,Octa,Adreno,256 GB,"8 GB, 2 GB RAM/ 16 GB (E2306)",Yes,microUSB 2.0,2400
442,Sony Xperia Z4 Tablet WiFi,0,No,254,167,6.1,389,No,LCD,10.1,2560,1600,Android 5.0,Qualcomm,Octa,Adreno,256 GB,"32 GB, 3 GB RAM",Yes,microUSB 2.0,6000
443,Sony Xperia Z4 Tablet LTE,385,Up to 107 kbps,254,167,6.1,393,Single,LCD,10.1,2560,1600,Android 5.0,Qualcomm,Octa,Adreno,256 GB,"32 GB, 3 GB RAM",Yes,microUSB 2.0,6000
444,Sony Xperia E4g,385,Up to 85.6 kbps,133,71,10.8,135,Single,LCD,4.7,540,960,Android 4.4.4,MediaTek,Quad,Mali-T760MP2,32 GB,"8 GB, 1 GB RAM",Yes,microUSB 2.0,2300
445,Dual,385,Up to 85.6 kbps,133,71,10.8,135,Dual,LCD,4.7,540,960,Android 4.4.4,MediaTek,Quad,Mali-T760MP2,32 GB,"8 GB, 1 GB RAM",Yes,microUSB 2.0,2300
446,Dual,35,Up to 107 kbps,137,74.6,10.5,144,Dual,LCD,5.0,540,960,Android 4.4.4,Mediatek,Quad,Mali-400MP2,32 GB,"8 GB, 1 GB RAM",Yes,microUSB 2.0,2300
447,Sony Xperia E4,35,Up to 107 kbps,137,74.6,10.5,144,Single,LCD,5.0,540,960,Android 4.4.4,Mediatek,Quad,Mali-400MP2,32 GB,"8 GB, 1 GB RAM",Yes,microUSB 2.0,2300
448,Dual,35,Up to 85.6 kbps,137.1,69.4,8.5,143.8,Dual,LCD,4.5,480,854,Android 4.4.2,Qualcomm,Quad,Adreno,32 GB,"4 GB, 1 GB RAM",Yes,microUSB 2.0,2330
449,Sony Xperia E3,385,Up to 85.6 kbps,137.1,69.4,8.5,143.8,Single,LCD,4.5,480,854,Android 4.4.2,Qualcomm,Quad,Adreno,32 GB,"4 GB, 1 GB RAM",Yes,microUSB 2.0,2330
450,Sony Xperia Z3 Tablet Compact,385,Up to 107 kbps,213.4,123.6,6.4,270,Single,TFT,8.0,1200,1920,Android 4.4.2,Qualcomm,Quad,Adreno,256 GB,"16 GB, 3 GB RAM",Yes,microUSB 2.0,4500
451,Dual,385,Up to 107 kbps,146,72,7.3,152,Dual,LCD,5.2,1080,1920,Android 4.4.4,Qualcomm,Quad,Adreno,256 GB,"16/32 GB, 3 GB RAM",Yes,microUSB 2.0,3100
452,Sony Xperia Z3v,770,Up to 107 kbps,148.5,73.4,8.9,170.6,Single,LCD,5.2,1080,1920,Android 4.4.4,Qualcomm,Quad,Adreno,256 GB,"32 GB, 3 GB RAM",Yes,microUSB 2.0,3200
453,Sony Xperia Z3,385,Up to 107 kbps,146,72,7.3,152,Single,LCD,5.2,1080,1920,Android 4.4.4,Qualcomm,Quad,Adreno,256 GB,"16/32 GB, 3 GB RAM",Yes,microUSB 2.0,3100
454,Sony Xperia Z3 Compact,385,Up to 107 kbps,127.3,64.9,8.6,129,Single,LCD,4.6,720,1280,Android 4.4.4,Qualcomm,Quad,Adreno,256 GB,"16 GB, 2 GB RAM",Yes,microUSB 2.0,2600
455,Sony Xperia M2 Aqua,385,Up to 107 kbps,140,72,8.6,149,Single,LCD,4.8,540,960,Android 4.4.2,Qualcomm,Quad,Adreno,32 GB,"8 GB, 1 GB RAM",Yes,microUSB 2.0,2300
456,Dual,35,Up to 107 kbps,156.2,78.7,7.6,149.7,Dual,LCD,5.5,720,1280,Android 4.4.2,Qualcomm,Quad,Adreno,32 GB,"8 GB, 1 GB RAM",Yes,microUSB 2.0,2500
